id;code;name;province_code;canton_code;district_code
2392;37;Yucatán.;2;10;6
2393;1;Agua Azul;2;10;7
2394;2;Alamo;2;10;7
2395;3;Ángeles;2;10;7
2396;4;Burío;2;10;7
2397;5;Castillo (parte);2;10;7
2398;6;Guaria;2;10;7
2399;7;El Campo (Guayabal);2;10;7
2400;8;Jilguero;2;10;7
2401;9;Llano Verde;2;10;7
2402;10;Orquídeas;2;10;7
2403;11;Palma;2;10;7
2404;12;Perla;2;10;7
2405;13;San Isidro;2;10;7
2406;14;San Jorge;2;10;7
2407;15;Santa Eduviges;2;10;7
2408;16;Sonafluca;2;10;7
2409;17;Tanque;2;10;7
2410;18;Tres Esquinas;2;10;7
2411;19;Zeta Trece.;2;10;7
2412;1;Ángeles;2;10;8
2413;2;Palmas.;2;10;8
2414;3;Cerritos;2;10;8
2415;4;Esperanza;2;10;8
2416;5;Futuro;2;10;8
2417;6;Jabillos (parte);2;10;8
2418;7;Lucha;2;10;8
2419;8;San Gerardo;2;10;8
2420;9;San Isidro;2;10;8
2421;10;San José;2;10;8
2422;11;San Miguel;2;10;8
2423;12;San Pedro;2;10;8
2424;13;San Rafael.;2;10;8
2425;1;Altura;2;10;9
2426;2;Calle Damas;2;10;9
2427;3;Corea (Concepción);2;10;9
2428;4;Corte;2;10;9
2429;5;Loma;2;10;9
2430;6;Lourdes;2;10;9
2431;7;Marina;2;10;9
2432;8;Marinita;2;10;9
2433;9;San Rafael;2;10;9
2434;10;San Rafael Sur;2;10;9
2435;11;Santa Rosa;2;10;9
2436;12;Surtubal;2;10;9
2437;13;Unión;2;10;9
2438;14;Vacablanca (San Francisco);2;10;9
2439;15;Villa María.;2;10;9
2440;1;Altamirita;2;10;10
2441;2;Alto Blanca Lucía;2;10;10
2442;3;Burío;2;10;10
2443;4;Cacao;2;10;10
2444;5;Delicias;2;10;10
2445;6;Esperanza;2;10;10
2446;7;Jicarito;2;10;10
2447;8;Lindavista;2;10;10
2448;9;Poma (parte);2;10;10
2449;10;Puerto Seco;2;10;10
2450;11;San Isidro;2;10;10
2451;12;Santa Eulalia (parte);2;10;10
2452;13;Santa Lucía;2;10;10
2453;14;Tigra.;2;10;10
2454;1;Almendros;2;10;11
2455;2;Bellavista;2;10;11
2456;3;Betania;2;10;11
2457;4;Boca de San Carlos;2;10;11
2458;5;Boca Providencia (parte);2;10;11
2459;6;Cabeceras de Aguas Zarquitas;2;10;11
2460;7;Carmen;2;10;11
2461;8;Cascada;2;10;11
2462;9;Castelmare;2;10;11
2463;10;Cocobolo;2;10;11
2464;11;Coopevega;2;10;11
2465;12;Corazón de Jesús;2;10;11
2466;13;Crucitas;2;10;11
2467;14;Chamorrito;2;10;11
2468;15;Chamorro;2;10;11
2469;16;Chorreras;2;10;11
2470;17;Hebrón;2;10;11
2471;18;Isla del Cura;2;10;11
2472;19;Isla Pobres;2;10;11
2473;20;Isla Sábalo;2;10;11
2474;21;Jardín;2;10;11
2475;22;Kopper;2;10;11
2476;23;La Cajeta;2;10;11
2477;24;Laurel Galán;2;10;11
2478;25;Limoncito;2;10;11
2479;26;Moravia;2;10;11
2480;27;Patastillo;2;10;11
2481;28;Pueblo Nuevo;2;10;11
2482;29;Recreo;2;10;11
2483;30;Río Tico;2;10;11
2484;31;Roble;2;10;11
2485;32;San Antonio;2;10;11
2486;33;San Fernando;2;10;11
2487;34;San Francisco;2;10;11
2488;35;San Joaquín;2;10;11
2489;36;San Jorge;2;10;11
2490;37;San José;2;10;11
2491;38;San Marcos;2;10;11
2492;39;Santa Rita;2;10;11
2493;40;Santa Teresa;2;10;11
2494;41;San Vito;2;10;11
2495;42;Tabla Grande (San Pedro);2;10;11
2496;43;Terrón Colorado (parte);2;10;11
2497;44;Ventanas;2;10;11
2498;45;Vuelta Bolsón (parte);2;10;11
2499;46;Vuelta Millonarios;2;10;11
2500;47;Vuelta Ruedas.;2;10;11
2501;1;Pericos.;2;10;12
2502;2;Bajillo;2;10;12
2503;3;Caño Ciego;2;10;12
2504;4;Cedros;2;10;12
2505;5;Chambacú;2;10;12
2506;6;Delicias;2;10;12
2507;7;La Unión;2;10;12
2508;8;Maquencal;2;10;12
2509;9;Mirador;2;10;12
2510;10;Montelimar;2;10;12
2511;11;Monterrey;2;10;12
2512;12;Orquídea;2;10;12
2513;13;Pataste Arriba;2;10;12
2514;14;Sabalito;2;10;12
2515;15;San Andrés;2;10;12
2516;16;San Antonio;2;10;12
2517;17;San Cristóbal;2;10;12
2518;18;San Miguel;2;10;12
2519;19;Santa Eulalia (parte);2;10;12
2520;20;Santa Marta.;2;10;12
2521;1;Fátima;2;10;13
2522;2;Parajeles;2;10;13
2523;3;Tres Perlas;2;10;13
2524;4;Valle Hermoso.;2;10;13
2525;5;Acapulco;2;10;13
2526;6;Aldea;2;10;13
2527;7;Ángeles;2;10;13
2528;8;Azucena;2;10;13
2529;9;Banderas;2;10;13
2530;10;Boca Providencia (parte);2;10;13
2531;11;Brisas;2;10;13
2532;12;Buenavista;2;10;13
2533;13;Buenos Aires;2;10;13
2534;14;Carrizal;2;10;13
2535;15;Ceiba;2;10;13
2536;16;Conchito;2;10;13
2537;17;Concho;2;10;13
2538;18;Cuatro Esquinas;2;10;13
2539;19;Esterito;2;10;13
2540;20;Estero;2;10;13
2541;21;Estrella;2;10;13
2542;22;Guaria;2;10;13
2543;23;Jazmín;2;10;13
2544;24;Jocote;2;10;13
2545;25;Juanilama;2;10;13
2546;26;Luisa;2;10;13
2547;27;Llano Verde;2;10;13
2548;28;Morazán;2;10;13
2549;29;Nieves;2;10;13
2550;30;Paraíso;2;10;13
2551;31;Paso Real;2;10;13
2552;32;Plomo;2;10;13
2553;33;Pocosol;2;10;13
2554;34;Providencia (San Luis);2;10;13
2555;35;Pueblo Nuevo;2;10;13
2556;36;Pueblo Santo;2;10;13
2557;37;Rancho Quemado;2;10;13
2558;38;Rubí;2;10;13
2559;39;San Alejo;2;10;13
2560;40;San Bosco;2;10;13
2561;41;San Cristobal;2;10;13
2562;42;San Diego;2;10;13
2563;43;San Gerardo;2;10;13
2564;44;San Isidro;2;10;13
2565;45;San Martín;2;10;13
2566;46;San Rafael;2;10;13
2567;47;Santa Cecilia;2;10;13
2568;48;Santa Esperanza;2;10;13
2569;49;Santa María;2;10;13
2570;50;Terrón Colorado (parte);2;10;13
2571;51;Tiricias;2;10;13
2572;52;Tres y Tres.;2;10;13
2573;1;Cantarranas;2;11;1
2574;2;Santa Teresita.;2;11;1
2575;1;Peña.;2;11;2
2576;1;Anateri;2;11;4
2577;2;Bellavista;2;11;4
2578;3;Morelos.;2;11;4
2579;1;Picada.;2;11;5
2580;1;Quina (parte);2;11;6
2581;2;San Juan de Lajas;2;11;6
2582;3;Santa Elena.;2;11;6
2583;1;Ángeles;2;11;7
2584;2;Brisa;2;11;7
2585;3;Legua.;2;11;7
2586;1;Ángeles;2;12;1
2587;2;Bajo Raimundo;2;12;1
2588;3;Canto;2;12;1
2589;4;Eva;2;12;1
2590;5;Luisa;2;12;1
2591;6;San Rafael (Rincón Colorado);2;12;1
2592;7;Sahinal.;2;12;1
2593;1;Bajo Trapiche;2;12;2
2594;2;Ranera.;2;12;2
2595;1;Alto Castro;2;12;2
2596;2;Coopeoctava;2;12;2
2597;3;Ratoncillal;2;12;2
2598;4;Rincón de Alpízar;2;12;2
2599;5;Rincón de Ulate;2;12;2
2600;6;San Miguel.;2;12;2
2601;1;Alto Palomo.;2;12;3
2602;1;Castro;2;12;4
2603;2;Concha;2;12;4
2604;3;Pueblo Seco;2;12;4
2605;4;Talolinga;2;12;4
2606;5;Trojas.;2;12;4
2607;1;Bambú;2;12;5
2608;2;Sabanilla.;2;12;5
2609;1;Don Chu;2;13;1
2610;2;La Unión;2;13;1
2611;3;Las Palmas;2;13;1
2612;4;Venecia.;2;13;1
2613;5;Ángeles (parte);2;13;1
2614;6;Carmen;2;13;1
2615;7;Colonia Puntarenas;2;13;1
2616;8;Corteza;2;13;1
2617;9;Fósforo;2;13;1
2618;10;Jazmines;2;13;1
2619;11;Llano Azul;2;13;1
2620;12;Maravilla;2;13;1
2621;13;Miravalles;2;13;1
2622;14;Moreno Cañas;2;13;1
2623;15;Recreo;2;13;1
2624;16;San Fernando;2;13;1
2625;17;San Luis;2;13;1
2626;18;San Martín;2;13;1
2627;19;Santa Cecilia;2;13;1
2628;20;Santa Rosa;2;13;1
2629;21;Verbena (parte).;2;13;1
2630;1;Ceiba;2;13;2
2631;2;Golfo;2;13;2
2632;3;Porras.;2;13;2
2633;4;Aguas Claras;2;13;2
2634;5;Buenos Aires;2;13;2
2635;6;Colonia Blanca;2;13;2
2636;7;Colonia Libertad;2;13;2
2637;8;Cuatro Bocas;2;13;2
2638;9;Chepa (Ángeles);2;13;2
2639;10;Guayabal;2;13;2
2640;11;Guinea;2;13;2
2641;12;La Gloria;2;13;2
2642;13;Porvenir;2;13;2
2643;14;Río Negro;2;13;2
2644;15;Tigra;2;13;2
2645;16;Torre;2;13;2
2646;17;Vuelta San Pedro.;2;13;2
2647;1;Camelias;2;13;3
2648;2;Líbano (Finanzas);2;13;3
2649;3;Nazareno.;2;13;3
2650;4;Ángeles (parte);2;13;3
2651;5;Betania;2;13;3
2652;6;Caño Blanco;2;13;3
2653;7;Cartagos Norte;2;13;3
2654;8;Cartagos Sur;2;13;3
2655;9;Copey (Santa Lucía);2;13;3
2656;10;Delirio;2;13;3
2657;11;Fátima;2;13;3
2658;12;Jesús María;2;13;3
2659;13;Linda Vista;2;13;3
2660;14;Mango;2;13;3
2661;15;Papagayo;2;13;3
2662;16;Pinol;2;13;3
2663;17;Pizotillo;2;13;3
2664;18;Popoyuapa;2;13;3
2665;19;Progreso;2;13;3
2666;20;Pueblo Nuevo;2;13;3
2667;21;San Bosco;2;13;3
2668;22;San Pedro;2;13;3
2669;23;San Ramón;2;13;3
2670;24;Santa Clara Norte (parte);2;13;3
2671;25;Unión;2;13;3
2672;26;Valle;2;13;3
2673;27;Valle Bonito;2;13;3
2674;28;Victoria (parte);2;13;3
2675;29;Villahermosa;2;13;3
2676;30;Villanueva.;2;13;3
2677;1;Altamira;2;13;4
2678;2;Carlos Vargas.;2;13;4
2679;3;Ángeles;2;13;4
2680;4;Achiote;2;13;4
2681;5;Cuesta Pichardo;2;13;4
2682;6;Chorros;2;13;4
2683;7;Florecitas;2;13;4
2684;8;Flores;2;13;4
2685;9;Higuerón;2;13;4
2686;10;Jardín;2;13;4
2687;11;Macho;2;13;4
2688;12;Pata de Gallo (San Cristobal) (parte);2;13;4
2689;13;Pueblo Nuevo;2;13;4
2690;14;Reserva;2;13;4
2691;15;San Miguel;2;13;4
2692;16;Santo Domingo;2;13;4
2693;17;Zapote.;2;13;4
2694;1;Camelias;2;13;5
2695;2;La Cruz;2;13;5
2696;3;México;2;13;5
2697;4;Mocorón;2;13;5
2698;5;Pavas;2;13;5
2699;6;Perla;2;13;5
2700;7;Quebradón;2;13;5
2701;8;Santa Clara Norte (parte);2;13;5
2702;9;Santa Clara Sur;2;13;5
2703;10;Trapiche;2;13;5
2704;11;Victoria (parte).;2;13;5
2705;1;Birmania;2;13;6
2706;2;Brasilia;2;13;6
2707;3;Colonia;2;13;6
2708;4;Gavilán;2;13;6
2709;5;Jabalina;2;13;6
2710;6;Progreso;2;13;6
2711;7;San Luis.;2;13;6
2712;1;Cabanga;2;13;7
2713;2;Campo Verde;2;13;7
2714;3;Carmen;2;13;7
2715;4;Cinco Esquinas;2;13;7
2716;5;Chimurria Abajo;2;13;7
2717;6;Flores;2;13;7
2718;7;Jobo;2;13;7
2719;8;Montecristo;2;13;7
2720;9;Nazareth;2;13;7
2721;10;Quebrada Grande;2;13;7
2722;11;San Gabriel;2;13;7
2723;12;San Jorge;2;13;7
2724;13;Socorro;2;13;7
2725;14;Virgen;2;13;7
2726;15;Yolillal (San Antonio).;2;13;7
2727;1;Armenias;2;13;8
2728;2;Las Brisas;2;13;8
2729;3;Buenavista;2;13;8
2730;4;Cuatro Cruces;2;13;8
2731;5;Guacalito;2;13;8
2732;6;Milpas;2;13;8
2733;7;Miramar;2;13;8
2734;8;Pata de Gallo (San Cristóbal) (parte);2;13;8
2735;9;Rosario;2;13;8
2736;10;Verbena (parte).;2;13;8
2737;1;Loma;2;14;1
2738;2;Portón.;2;14;1
2739;3;Arco Iris;2;14;1
2740;4;Berlín;2;14;1
2741;5;Brisas;2;14;1
2742;6;Buenos Aires;2;14;1
2743;7;Cabro;2;14;1
2744;8;Cachito;2;14;1
2745;9;Caña Castilla;2;14;1
2746;10;Combate;2;14;1
2747;11;Coquital;2;14;1
2748;12;Cristo Rey;2;14;1
2749;13;Cuacas;2;14;1
2750;14;Cuatro Esquinas;2;14;1
2751;15;Delicias;2;14;1
2752;16;El Cruce;2;14;1
2753;17;Escaleras;2;14;1
2754;18;Esperanza;2;14;1
2755;19;Estrella;2;14;1
2756;20;Hernández;2;14;1
2757;21;Isla Chica;2;14;1
2758;22;Las Nubes;2;14;1
2759;23;Maramba;2;14;1
2760;24;Masaya;2;14;1
2761;25;Medio Queso;2;14;1
2762;26;Parque;2;14;1
2763;27;Playuelitas;2;14;1
2764;28;Primavera;2;14;1
2765;29;Pueblo Nuevo;2;14;1
2766;30;Punta Cortés;2;14;1
2767;31;Rampla;2;14;1
2768;32;Refugio;2;14;1
2769;33;Roble;2;14;1
2770;34;San Alejandro;2;14;1
2771;35;San Gerardo;2;14;1
2772;36;San Jerónimo;2;14;1
2773;37;San Pablo;2;14;1
2774;38;Santa Elena;2;14;1
2775;39;Santa Fe;2;14;1
2776;40;Santa Rita;2;14;1
2777;41;Santa Rosa;2;14;1
2778;42;Solanos;2;14;1
2779;43;Trocha;2;14;1
2780;44;Virgen.;2;14;1
2781;1;Aguas Negras;2;14;2
2782;2;Islas Cubas;2;14;2
2783;3;Nueva Esperanza;2;14;2
2784;4;Pilones;2;14;2
2785;5;Playuelas;2;14;2
2786;6;Porvenir;2;14;2
2787;7;San Antonio;2;14;2
2788;8;San Emilio;2;14;2
2789;9;Veracruz.;2;14;2
2790;1;Alto los Reyes;2;14;3
2791;2;Caño Ciego;2;14;3
2792;3;Cóbano;2;14;3
2793;4;Corozo;2;14;3
2794;5;Corrales;2;14;3
2795;6;Coyol;2;14;3
2796;7;Dos Aguas;2;14;3
2797;8;Gallito;2;14;3
2798;9;Gallo Pinto (parte);2;14;3
2799;10;Montealegre;2;14;3
2800;11;Nueva Lucha;2;14;3
2801;12;Pavón;2;14;3
2802;13;Quebrada Grande;2;14;3
2803;14;Sabogal;2;14;3
2804;15;San Antonio;2;14;3
2805;16;San Francisco;2;14;3
2806;17;San Isidro;2;14;3
2807;18;San José del Amparo;2;14;3
2808;19;San Macario;2;14;3
2809;20;Santa Cecilia;2;14;3
2810;21;Trinidad;2;14;3
2811;22;Vasconia.;2;14;3
2812;1;Botijo;2;14;4
2813;2;Chimurria;2;14;4
2814;3;Colonia París;2;14;4
2815;4;Coquitales;2;14;4
2816;5;Gallo Pinto (Parte);2;14;4
2817;6;Lirios;2;14;4
2818;7;Lucha;2;14;4
2819;8;Montealegre (Parte);2;14;4
2820;9;Pueblo Nuevo;2;14;4
2821;10;San Humberto;2;14;4
2822;11;San Isidro;2;14;4
2823;12;San Jorge;2;14;4
2824;13;San Rafael;2;14;4
2825;14;Terranova;2;14;4
2826;15;Tigra;2;14;4
2827;16;Zamba.;2;14;4
2828;1;Cabaña (parte);2;15;2
2829;2;Costa Ana;2;15;2
2830;3;El Cruce;2;15;2
2831;4;Guayabito;2;15;2
2832;5;Mónico;2;15;2
2833;6;Samén Abajo;2;15;2
2834;7;San José;2;15;2
2835;8;Thiales;2;15;2
2836;9;Valle del Río.;2;15;2
2837;1;Altagracia;2;15;3
2838;2;Alto Sahíno;2;15;3
2839;3;Bajo Cartagos;2;15;3
2840;4;Pato;2;15;3
2841;5;Pejibaye;2;15;3
2842;6;Pimiento;2;15;3
2843;7;Quebradón.;2;15;3
2844;1;Cabaña (parte);2;15;4
2845;2;Colonia Naranjeña;2;15;4
2846;3;El Valle;2;15;4
2847;4;Florida;2;15;4
2848;5;Las Letras;2;15;4
2849;6;La Paz;2;15;4
2850;7;La Unión;2;15;4
2851;8;Llano Bonito 1;2;15;4
2852;9;Llano Bonito 2;2;15;4
2853;10;Palmera;2;15;4
2854;11;Río Celeste;2;15;4
2855;12;Tujankir 1;2;15;4
2856;13;Tujankir 2;2;15;4
2857;1;Ángeles;3;1;1
2858;2;Asís;3;1;1
2859;3;Brisas;3;1;1
2860;4;Calvario;3;1;1
2861;5;Cerrillos;3;1;1
2862;6;Corazón de Jesús;3;1;1
2863;7;Cortinas;3;1;1
2864;8;Cruz de Caravaca (parte);3;1;1
2865;9;Estadio;3;1;1
2866;10;Galera;3;1;1
2867;11;Hospital (parte);3;1;1
2868;12;Istarú;3;1;1
2869;13;Jesús Jiménez (parte);3;1;1
2870;14;Matamoros;3;1;1
2871;15;Montelimar;3;1;1
2872;16;Puebla;3;1;1
2873;17;Soledad;3;1;1
2874;18;Telles.;3;1;1
2875;1;Cinco Esquinas;3;1;2
2876;2;Fátima;3;1;2
2877;3;Hospital (parte);3;1;2
2878;4;Jesús Jiménez (parte);3;1;2
2879;5;Laborio;3;1;2
2880;6;Molino;3;1;2
2881;7;Murillo;3;1;2
2882;8;Palmas;3;1;2
2883;9;San Cayetano.;3;1;2
2884;1;Alpes;3;1;3
2885;2;Asilo;3;1;3
2886;3;Cruz de Caravaca (parte);3;1;3
2887;4;Diques;3;1;3
2888;5;Fontana;3;1;3
2889;6;Jora;3;1;3
2890;7;López;3;1;3
2891;8;San Blas;3;1;3
2892;9;Santa Eduvigis;3;1;3
2893;10;Santa Fe;3;1;3
2894;11;Solano;3;1;3
2895;12;Turbina.;3;1;3
2896;1;Alto de Ochomogo;3;1;4
2897;2;Caracol;3;1;4
2898;3;Cooperrosales;3;1;4
2899;4;Cruz;3;1;4
2900;5;Espinal;3;1;4
2901;6;Johnson;3;1;4
2902;7;Lima;3;1;4
2903;8;Loyola;3;1;4
2904;9;Nazareth;3;1;4
2905;10;Ochomogo;3;1;4
2906;11;Orontes;3;1;4
2907;12;Pedregal;3;1;4
2908;13;Quircot;3;1;4
2909;14;Ronda;3;1;4
2910;15;Rosas;3;1;4
2911;16;San Nicolás;3;1;4
2912;17;Violín.;3;1;4
2913;1;Alto de Ochomogo;3;1;4
2914;2;Angelina;3;1;4
2915;3;Banderilla;3;1;4
2916;4;Kerkua;3;1;4
2917;5;Molina;3;1;4
2918;6;Poroses.;3;1;4
2919;1;Cocorí;3;1;5
2920;2;Coronado;3;1;5
2921;3;Guayabal (parte);3;1;5
2922;4;Hervidero;3;1;5
2923;5;López;3;1;5
2924;6;Lourdes;3;1;5
2925;7;Padua;3;1;5
2926;8;Pitahaya.;3;1;5
2927;9;Barro Morado;3;1;5
2928;10;Cenicero;3;1;5
2929;11;Muñeco;3;1;5
2930;12;Navarrito.;3;1;5
2931;1;Américas;3;1;6
2932;2;Higuerón;3;1;6
2933;3;Joya;3;1;6
2934;4;Marías;3;1;6
2935;5;Las Palmas.;3;1;6
2936;1;Alumbre;3;1;7
2937;2;Bajo Amador;3;1;7
2938;3;Calle Valverdes;3;1;7
2939;4;Guaria;3;1;7
2940;5;Hortensia;3;1;7
2941;6;Loma Larga;3;1;7
2942;7;Llano Ángeles;3;1;7
2943;8;Palangana;3;1;7
2944;9;Rincón de Abarca;3;1;7
2945;10;Río Conejo;3;1;7
2946;11;Salitrillo;3;1;7
2947;12;San Antonio;3;1;7
2948;13;San Joaquín;3;1;7
2949;14;San Juan Norte;3;1;7
2950;15;San Juan Sur;3;1;7
2951;16;Santa Elena (parte);3;1;7
2952;17;Santa Elena Arriba.;3;1;7
2953;1;Cuesta de Piedra;3;1;8
2954;2;Misión Norte;3;1;8
2955;3;Misión Sur;3;1;8
2956;4;Ortiga;3;1;8
2957;5;Rodeo;3;1;8
2958;6;Sabanilla;3;1;8
2959;7;Sabanillas;3;1;8
2960;8;Santísima Trinidad.;3;1;8
2961;1;Caballo Blanco (parte);3;1;9
2962;2;San José.;3;1;9
2963;3;Cóncavas;3;1;9
2964;4;Navarro;3;1;9
2965;5;Perlas;3;1;9
2966;6;Río Claro.;3;1;9
2967;1;Azahar.;3;1;10
2968;2;Avance;3;1;10
2969;3;Barquero;3;1;10
2970;4;Cañada;3;1;10
2971;5;Laguna;3;1;10
2972;6;Pénjamo;3;1;10
2973;7;Rodeo.;3;1;10
2974;1;Alto Quebradilla;3;1;11
2975;2;Azahar;3;1;11
2976;3;Bermejo;3;1;11
2977;4;Cañada;3;1;11
2978;5;Copalchí;3;1;11
2979;6;Coris;3;1;11
2980;7;Garita (parte);3;1;11
2981;8;Rueda;3;1;11
2982;9;Valle Verde.;3;1;11
2983;1;Barro Hondo;3;2;1
2984;2;Cruz Roja;3;2;1
2985;3;Cucaracho;3;2;1
2986;4;Chiverre;3;2;1
2987;5;Estación;3;2;1
2988;6;Joya;3;2;1
2989;7;Pandora;3;2;1
2990;8;Piedra Grande;3;2;1
2991;9;Solares;3;2;1
2992;10;Soledad;3;2;1
2993;11;Veintiocho de Diciembre.;3;2;1
2994;12;Alto Birrisito;3;2;1
2995;13;Birrisito;3;2;1
2996;14;Chiral;3;2;1
2997;15;Luisiana;3;2;1
2998;16;Sanchirí;3;2;1
2999;17;Ujarrás;3;2;1
3000;18;Villa Isabel;3;2;1
3001;19;Rincón.;3;2;1
3002;1;Acevedo;3;2;2
3003;2;Ajenjal;3;2;2
3004;3;Arrabará;3;2;2
3005;4;Birrís (este);3;2;2
3006;5;Cúscares;3;2;2
3007;6;Flor;3;2;2
3008;7;Lapuente;3;2;2
3009;8;Mesas;3;2;2
3010;9;Mesitas;3;2;2
3011;10;Nueva Ujarrás;3;2;2
3012;11;Pedregal;3;2;2
3013;12;Piedra Azul;3;2;2
3014;13;Puente Fajardo;3;2;2
3015;14;Río Regado;3;2;2
3016;15;Talolinga;3;2;2
3017;16;Yas.;3;2;2
3018;1;Alegría;3;2;3
3019;2;Alto Araya;3;2;3
3020;3;Calle Jucó;3;2;3
3021;4;Hotel;3;2;3
3022;5;Nubes;3;2;3
3023;6;Palomas;3;2;3
3024;7;Palomo;3;2;3
3025;8;Patillos;3;2;3
3026;9;Puente Negro;3;2;3
3027;10;Purisil;3;2;3
3028;11;Queverí;3;2;3
3029;12;Río Macho;3;2;3
3030;13;San Rafael;3;2;3
3031;14;Sitio;3;2;3
3032;15;Tapantí;3;2;3
3033;16;Troya;3;2;3
3034;17;Villa Mills.;3;2;3
3035;1;Peñas Blancas;3;2;4
3036;2;Pueblo Nuevo.;3;2;4
3037;3;Bajos de Dorotea;3;2;4
3038;4;Bajos de Urasca;3;2;4
3039;5;Guábata;3;2;4
3040;6;Guatusito;3;2;4
3041;7;Hamaca (parte);3;2;4
3042;8;Joyas;3;2;4
3043;9;Loaiza;3;2;4
3044;10;San Jerónimo;3;2;4
3045;11;Urasca;3;2;4
3046;12;Volio.;3;2;4
3047;1;Ayala;3;2;5
3048;2;Páez (parte);3;2;5
3049;3;Salvador.;3;2;5
3050;1;Antigua;3;3;1
3051;2;Villas.;3;3;1
3052;1;Eulalia;3;3;2
3053;2;Florencio del Castillo;3;3;2
3054;3;Jirales;3;3;2
3055;4;Mariana;3;3;2
3056;5;Tacora.;3;3;2
3057;6;Rincón Mesén (parte);3;3;2
3058;7;Santiago del Monte.;3;3;2
3059;1;Araucarias (parte);3;3;3
3060;2;Danza del Sol;3;3;3
3061;3;Herrán;3;3;3
3062;4;Loma Verde;3;3;3
3063;5;Unión;3;3;3
3064;6;Villas de Ayarco.;3;3;3
3065;1;Carpintera;3;3;4
3066;2;San Miguel;3;3;4
3067;3;San Vicente;3;3;4
3068;4;Pilarica.;3;3;4
3069;5;Quebrada del Fierro;3;3;4
3070;6;Fierro;3;3;4
3071;7;Yerbabuena.;3;3;4
3072;1;Cima;3;3;5
3073;2;Cuadrante;3;3;5
3074;3;Lirios;3;3;5
3075;4;Llanos de Concepción;3;3;5
3076;5;Naranjal (parte);3;3;5
3077;6;Poró;3;3;5
3078;7;Salitrillo;3;3;5
3079;8;San Francisco;3;3;5
3080;9;San Josecito (parte).;3;3;5
3081;1;Alto del Carmen;3;3;6
3082;2;Tirrá.;3;3;6
3083;1;Bellomonte;3;3;7
3084;2;Cerrillo;3;3;7
3085;3;Cumbres;3;3;7
3086;4;Holandés;3;3;7
3087;5;Mansiones (parte);3;3;7
3088;6;Montaña Rusa (parte);3;3;7
3089;7;Naranjal (parte);3;3;7
3090;8;San Josecito (parte).;3;3;7
3091;1;Lindavista (Loma Gobierno).;3;3;8
3092;2;Quebradas;3;3;8
3093;3;Rincón Mesén (parte).;3;3;8
3094;1;Alpes;3;4;1
3095;2;Buenos Aires;3;4;1
3096;3;Maravilla;3;4;1
3097;4;Naranjito;3;4;1
3098;5;Naranjo;3;4;1
3099;6;San Martín.;3;4;1
3100;7;Durán;3;4;1
3101;8;Gloria;3;4;1
3102;9;Quebrada Honda;3;4;1
3103;10;Santa Elena;3;4;1
3104;11;Santa Marta;3;4;1
3105;12;Victoria (Alto Victoria).;3;4;1
3106;1;Alto Campos;3;4;2
3107;2;Bajo Congo;3;4;2
3108;3;Congo;3;4;2
3109;4;Duan;3;4;2
3110;5;Esperanza;3;4;2
3111;6;Hamaca (parte);3;4;2
3112;7;Sabanilla;3;4;2
3113;8;San Antonio del Monte;3;4;2
3114;9;Volconda;3;4;2
3115;10;Vueltas.;3;4;2
3116;1;Alto Humo;3;4;3
3117;2;Cacao;3;4;3
3118;3;Cantarrana;3;4;3
3119;4;Casa de Teja;3;4;3
3120;5;Ceiba;3;4;3
3121;6;Chucuyo;3;4;3
3122;7;Esperanza;3;4;3
3123;8;Gato;3;4;3
3124;9;Humo;3;4;3
3125;10;Joyas;3;4;3
3126;11;Juray;3;4;3
3127;12;Omega;3;4;3
3128;13;Oriente;3;4;3
3129;14;San Gerardo;3;4;3
3130;15;Selva;3;4;3
3131;16;Taus;3;4;3
3132;17;Tausito;3;4;3
3133;18;Yolanda;3;4;3
3134;19;Zapote.;3;4;3
3135;1;Américas;3;5;1
3136;2;Ángeles;3;5;1
3137;3;Cabiria;3;5;1
3138;4;Campabadal;3;5;1
3139;5;Castro Salazar;3;5;1
3140;6;Cementerio;3;5;1
3141;7;Clorito Picado;3;5;1
3142;8;Dominica;3;5;1
3143;9;El Silencio;3;5;1
3144;10;Guaria;3;5;1
3145;11;Haciendita;3;5;1
3146;12;Margot;3;5;1
3147;13;Nochebuena;3;5;1
3148;14;Numa;3;5;1
3149;15;Pastor;3;5;1
3150;16;Poró;3;5;1
3151;17;Pueblo Nuevo;3;5;1
3152;18;Repasto;3;5;1
3153;19;San Cayetano;3;5;1
3154;20;San Rafael;3;5;1
3155;21;Sictaya.;3;5;1
3156;22;Bajo Barrientos;3;5;1
3157;23;Cañaveral;3;5;1
3158;24;Colorado;3;5;1
3159;25;Chiz;3;5;1
3160;26;Esmeralda;3;5;1
3161;27;Florencia;3;5;1
3162;28;Murcia;3;5;1
3163;29;Pavas;3;5;1
3164;30;Recreo;3;5;1
3165;31;Roncha;3;5;1
3166;32;San Juan Norte;3;5;1
3167;33;San Juan Sur.;3;5;1
3168;1;Leona (parte).;3;5;2
3169;2;Abelardo Rojas;3;5;2
3170;3;Alto Alemania;3;5;2
3171;4;Atirro;3;5;2
3172;5;Balalaica;3;5;2
3173;6;Buenos Aires;3;5;2
3174;7;Canadá;3;5;2
3175;8;Carmen;3;5;2
3176;9;Cruzada;3;5;2
3177;10;Danta;3;5;2
3178;11;Gaviotas;3;5;2
3179;12;Guadalupe;3;5;2
3180;13;Máquina Vieja;3;5;2
